"Air Quality Statistics by County, 2010",,,,,,,,,,,,,
State/County ,,2010 Population,CO          8-hr   (ppm),Pb      RQmax (µg/m3),NO2          AM   (ppb),NO2  1-hr (ppb),O3           8-hr   (ppb),PM10           24-hr (µg/m3),PM2.5     Wtd AM  (µg/m3),PM2.5        24-hr  (µg/m3),SO2       AM   (ppb),SO2             24-hr  (ppb),SO2     1-hr (ppb)
Pennsylvania,York County,434972,1,ND,13.411,53,0.076,70,11.3,30,2.717,8,27
Rhode Island,Kent County,166158,ND,ND,IN,IN,0.072,26,6.3,21,ND,ND,ND
Rhode Island,Providence County,626667,2,ND,9.83,40,0.075,37,9.2,26,1.34,13.1,21
Rhode Island,Washington County,126979,ND,ND,ND,ND,0.079,ND,IN,IN,ND,ND,ND
South Carolina,Abbeville County,25417,ND,ND,ND,ND,0.067,ND,ND,ND,ND,ND,ND
South Carolina,Aiken County,160099,ND,ND,ND,ND,0.066,ND,IN,IN,ND,ND,ND
South Carolina,Anderson County,187126,ND,ND,ND,ND,0.072,ND,ND,ND,ND,ND,ND
South Carolina,Beaufort County,162233,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
South Carolina,Berkeley County,177843,ND,ND,ND,ND,0.066,ND,IN,IN,ND,ND,ND
South Carolina,Charleston County,350209,0,IN,7.573,IN,0.068,49,9.9,23,1.07,9.5,21
South Carolina,Cherokee County,55342,ND,ND,ND,ND,0.072,ND,ND,ND,ND,ND,ND
South Carolina,Chesterfield County,46734,ND,ND,ND,ND,0.068,48,10.2,21,ND,ND,ND
South Carolina,Colleton County,38892,ND,ND,ND,ND,0.069,ND,IN,IN,ND,ND,ND
South Carolina,Darlington County,68681,ND,ND,ND,ND,0.071,ND,ND,ND,ND,ND,ND
South Carolina,Edgefield County,26985,ND,ND,ND,ND,0.063,ND,10.3,21,ND,ND,ND
South Carolina,Florence County,136885,ND,ND,ND,ND,ND,ND,10.9,25,ND,ND,ND
South Carolina,Georgetown County,60158,ND,ND,ND,ND,ND,110,IN,IN,ND,ND,ND
South Carolina,Greenville County,451225,1,IN,10.728,IN,0.07,42,11.8,24,0.567,3.4,15
South Carolina,Greenwood County,69661,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
South Carolina,Horry County,269291,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
South Carolina,Lexington County,262391,ND,ND,ND,ND,ND,76,11.6,24,1.974,12,85
South Carolina,Oconee County,74273,ND,ND,ND,ND,0.069,ND,8.6,20,0.494,2.2,5.2
South Carolina,Orangeburg County,92501,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
South Carolina,Pickens County,119224,ND,ND,ND,ND,0.072,ND,ND,ND,ND,ND,ND
South Carolina,Richland County,384504,IN,0,5.345,IN,0.072,49,11,22,0.521,6.4,34
South Carolina,Spartanburg County,284307,ND,ND,ND,ND,0.076,ND,11.4,23,ND,ND,ND
South Carolina,York County,226073,ND,ND,ND,ND,0.066,ND,IN,IN,ND,ND,ND
South Dakota,Brookings County,31965,ND,ND,ND,ND,0.064,81,8.6,26,ND,ND,ND
South Dakota,Brown County,36531,ND,ND,ND,ND,ND,46,8.7,26,ND,ND,ND
South Dakota,Codington County,27227,ND,ND,ND,ND,ND,125,8.9,24,ND,ND,ND
South Dakota,Custer County,8216,ND,ND,IN,IN,0.059,67,4.6,12,0.117,2.6,5
South Dakota,Jackson County,3031,ND,ND,0.509,5,0.058,31,3.9,14,1.038,3.3,9
South Dakota,Meade County,25434,ND,ND,ND,ND,0.057,29,IN,IN,ND,ND,ND
South Dakota,Minnehaha County,169468,ND,ND,6.583,48,0.064,60,9.7,28,0.247,1.7,5
South Dakota,Pennington County,100948,ND,ND,ND,ND,ND,97,7.5,21,ND,ND,ND
South Dakota,Union County,14399,0,ND,2.975,22,0.062,82,9.7,30,0.398,4.2,11.5
Tennessee,Anderson County,75129,ND,ND,ND,ND,0.073,ND,ND,ND,ND,ND,ND
Tennessee,Blount County,123010,0,ND,IN,IN,0.081,ND,11.7,22,IN,IN,IN
Tennessee,Bradley County,98963,ND,ND,IN,IN,ND,52,ND,ND,6.906,27.6,102
Tennessee,Davidson County,626681,2,ND,12.526,46,0.072,42,11.8,24,2.246,5.5,14
Tennessee,Dyer County,38335,ND,ND,ND,ND,ND,ND,10.1,21,ND,ND,ND
Tennessee,Hamilton County,336463,ND,ND,ND,ND,0.077,38,13.3,28,ND,ND,ND
Tennessee,Humphreys County,18538,ND,ND,ND,ND,ND,ND,ND,ND,IN,IN,IN
Tennessee,Jefferson County,51407,ND,ND,ND,ND,0.079,ND,ND,ND,ND,ND,ND
Tennessee,Knox County,432226,ND,0.03,ND,ND,0.074,48,12.5,24,ND,ND,ND
Tennessee,Lawrence County,41869,ND,ND,ND,ND,ND,ND,9.1,18,ND,ND,ND
Tennessee,Loudon County,48556,ND,ND,ND,ND,0.076,ND,12.4,25,ND,ND,ND
Tennessee,McMinn County,52266,ND,ND,8.996,37,ND,51,11.9,22,3.145,14.4,73
Tennessee,Madison County,98294,ND,ND,ND,ND,ND,27,9.9,19,ND,ND,ND
Tennessee,Maury County,80956,ND,ND,ND,ND,ND,ND,9.7,18,ND,ND,ND
Tennessee,Meigs County,11753,ND,ND,ND,ND,0.074,ND,ND,ND,ND,ND,ND
Tennessee,Montgomery County,172331,ND,ND,ND,ND,ND,34,10.9,22,3.654,12,51
Tennessee,Putnam County,72321,ND,ND,ND,ND,ND,ND,10.3,19,ND,ND,ND
Tennessee,Roane County,54181,ND,0,ND,ND,ND,53,12.4,25,ND,ND,ND
Tennessee,Rutherford County,262604,ND,ND,ND,ND,0.073,ND,ND,ND,ND,ND,ND
Tennessee,Sevier County,89889,ND,ND,ND,ND,0.079,ND,ND,ND,0.686,3.7,10.4
Tennessee,Shelby County,927644,2,ND,ND,ND,0.076,43,11.6,22,3.082,4.6,10
Tennessee,Sullivan County,156823,1,0.08,10.347,48.5,0.072,ND,11.7,23,7.436,34.7,231.5
Tennessee,Sumner County,160645,ND,ND,ND,ND,0.078,ND,10.7,20,ND,ND,ND
Tennessee,Union County,19109,ND,ND,ND,ND,ND,89,ND,ND,ND,ND,ND
Tennessee,Williamson County,183182,ND,ND,ND,ND,0.074,ND,ND,ND,ND,ND,ND
Tennessee,Wilson County,113993,ND,ND,ND,ND,0.074,ND,ND,ND,ND,ND,ND
Texas,Bell County,310235,ND,ND,ND,ND,0.072,ND,ND,ND,ND,ND,ND
Texas,Bexar County,1714773,1,ND,3.831,31.9,0.078,55,8.7,16,IN,IN,IN
Texas,Bowie County,92565,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Texas,Brazoria County,313166,ND,ND,5.369,34.1,0.088,ND,IN,IN,ND,ND,ND
Texas,Brewster County,9232,ND,ND,ND,ND,0.064,ND,IN,IN,ND,ND,ND
Texas,Caldwell County,38066,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Texas,Cameron County,406220,1,0,ND,ND,0.068,47,IN,IN,ND,ND,ND
Texas,Collin County,782341,ND,0.77,ND,ND,0.074,ND,IN,IN,ND,ND,ND
Texas,Dallas County,2368139,2,ND,13.186,56.8,0.078,62,10.6,21,0.651,2.6,8.1
Texas,Denton County,662614,ND,ND,6.481,35.2,0.078,ND,ND,ND,ND,ND,ND
Texas,Ector County,137130,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Texas,Ellis County,149610,ND,ND,7.193,42.9,0.072,ND,9.7,22,0.808,4.5,17.3
Texas,El Paso County,800647,3,0.04,17.067,62.7,0.073,249,8.4,61,0.756,3,10.3
Texas,Galveston County,291309,ND,ND,3.612,33.1,0.08,39,IN,IN,2.336,13.8,40
Texas,Gregg County,121730,ND,ND,6.543,41.7,0.078,ND,IN,IN,1.208,9.5,76.3
Texas,Harris County,4092459,2,0.01,14.941,60,0.087,82,12.3,24,1.879,11.8,45.6
Texas,Harrison County,65631,ND,ND,3.721,24,0.074,40,10.4,22,ND,ND,ND
Texas,Hays County,157107,ND,ND,IN,IN,0.072,ND,ND,ND,ND,ND,ND
Texas,Hidalgo County,774769,ND,ND,ND,ND,0.065,50,IN,IN,ND,ND,ND
Texas,Hood County,51182,ND,ND,ND,ND,0.077,ND,ND,ND,ND,ND,ND
Texas,Hunt County,86129,ND,ND,4.544,29.3,0.064,ND,ND,ND,ND,ND,ND
Texas,Jeff Davis County,2342,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Texas,Jefferson County,252273,1,ND,7.837,39.4,0.081,ND,IN,IN,1.935,18.2,81.3
Texas,Johnson County,150934,ND,ND,ND,ND,0.078,ND,ND,ND,ND,ND,ND
Texas,Kaufman County,103350,ND,ND,4.34,29.5,0.064,ND,IN,IN,0.543,2.7,15.4
Texas,Kleberg County,32061,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Texas,Lubbock County,278831,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Texas,McLennan County,234906,0,ND,2.76,27,0.066,ND,IN,IN,0.394,6,7.3
Texas,Marion County,10546,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Texas,Montgomery County,455746,ND,ND,4.955,34.3,0.077,ND,IN,IN,ND,ND,ND
Texas,Navarro County,47735,ND,ND,4.348,30.6,0.068,ND,ND,ND,1.092,7.1,34.8
Texas,Nueces County,340223,ND,ND,ND,ND,0.074,35,IN,IN,0.901,9.8,43.2
Texas,Orange County,81837,ND,ND,5.347,33.6,0.077,ND,IN,44,ND,ND,ND
Texas,Parker County,116927,ND,ND,IN,IN,0.07,ND,ND,ND,ND,ND,ND
Texas,Potter County,121073,ND,IN,ND,ND,ND,ND,IN,IN,ND,ND,ND
Texas,Rockwall County,78337,ND,ND,ND,ND,0.073,ND,ND,ND,ND,ND,ND
Texas,Smith County,209714,ND,ND,3.595,25.8,0.072,ND,ND,ND,ND,ND,ND
Texas,Tarrant County,1809034,1,ND,10.331,56.9,0.085,44,10.8,25,ND,ND,ND
Texas,Travis County,1024266,0,ND,3.314,21.1,0.074,34,10,19,ND,ND,ND
Texas,Victoria County,86793,ND,ND,ND,ND,0.068,ND,ND,ND,ND,ND,ND
Texas,Webb County,250304,1,IN,ND,ND,0.063,66,IN,IN,ND,ND,ND
Utah,Box Elder County,49975,ND,ND,ND,ND,0.07,ND,8.4,49,ND,ND,ND
Utah,Cache County,112656,ND,ND,12.555,IN,0.061,77,9.8,42,ND,ND,ND
Utah,Davis County,306479,ND,ND,13.072,IN,0.074,51,9,44,0.729,4.5,IN
Utah,Salt Lake County,1029655,2,ND,17.07,58,0.075,298,11,50,4.2,11.1,27
Utah,San Juan County,14746,ND,ND,ND,ND,0.068,ND,ND,ND,ND,ND,ND
Utah,Tooele County,58218,ND,ND,ND,ND,0.074,ND,6.7,32,ND,ND,ND
Utah,Uintah County,32588,ND,ND,3.781,30,0.117,ND,ND,ND,ND,ND,ND
Utah,Utah County,516564,2,ND,14.56,50,0.071,108,8.9,48,ND,ND,ND
Utah,Washington County,138115,ND,ND,IN,IN,0.072,ND,4,9,ND,ND,ND
Utah,Weber County,231236,2,ND,16.532,IN,0.073,197,9.2,42,ND,ND,ND
Vermont,Addison County,36821,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Vermont,Bennington County,37125,ND,ND,ND,ND,0.068,ND,6.9,22,ND,ND,ND
Vermont,Chittenden County,156545,1,ND,8.557,38.2,0.063,30,7.1,25,ND,ND,ND
Vermont,Rutland County,61642,1,ND,7.685,38.5,ND,31,9.5,32,2.44,9.2,21.4
Vermont,Washington County,59534,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Virginia,Albemarle County,98970,ND,ND,ND,ND,0.071,ND,9.4,20,ND,ND,ND
Virginia,Amherst County,32353,ND,IN,ND,ND,ND,ND,ND,ND,ND,ND,ND
Virginia,Arlington County,207627,2,ND,12.85,52,0.087,ND,IN,IN,ND,ND,ND
Virginia,Caroline County,28545,ND,ND,IN,IN,0.074,ND,ND,ND,ND,ND,ND
Virginia,Carroll County,30042,ND,ND,ND,ND,ND,25,ND,ND,ND,ND,ND
Virginia,Charles City County,7256,ND,ND,5.435,56,0.078,ND,9.4,21,1.917,9.3,44
Virginia,Chesterfield County,316236,ND,ND,ND,ND,0.081,ND,10.2,22,ND,ND,ND
Virginia,Culpeper County,46689,ND,ND,ND,ND,ND,30,ND,ND,ND,ND,ND
Virginia,Fairfax County,1081726,ND,0,ND,ND,0.089,ND,9.9,24,ND,ND,ND
Virginia,Fauquier County,65203,ND,ND,ND,ND,0.066,ND,ND,ND,ND,ND,ND
Virginia,Frederick County,78305,ND,ND,ND,ND,0.071,ND,10.8,25,ND,ND,ND
Virginia,Hanover County,99863,ND,ND,ND,ND,0.078,ND,ND,ND,ND,ND,ND
Virginia,Henrico County,306935,IN,0.01,11.146,45.6,0.079,33,10,22,IN,IN,IN
Virginia,King William County,15935,ND,ND,ND,ND,ND,31,ND,ND,ND,ND,ND
Virginia,Loudoun County,312311,ND,ND,7.58,44,0.078,ND,10.3,20,ND,ND,ND
Virginia,Madison County,13308,ND,ND,ND,ND,0.074,ND,IN,IN,ND,ND,ND
Virginia,Page County,24042,ND,ND,ND,ND,0.069,ND,10.2,24,ND,ND,ND
Virginia,Prince William County,402002,ND,ND,5.123,30,0.073,ND,ND,ND,ND,ND,ND
Virginia,Roanoke County,92376,ND,ND,7.586,41,0.073,ND,ND,ND,1.07,7,10
Virginia,Rockbridge County,22307,ND,ND,ND,ND,0.07,ND,ND,ND,ND,ND,ND
Virginia,Rockingham County,76314,ND,ND,10.432,44,0.068,ND,11.2,25,1.199,4.2,8
Virginia,Stafford County,128961,ND,ND,ND,ND,0.078,ND,ND,ND,ND,ND,ND
Virginia,Warren County,37575,ND,ND,ND,ND,ND,28,ND,ND,ND,ND,ND
Virginia,Wythe County,29235,ND,ND,ND,ND,0.069,ND,ND,ND,ND,ND,ND
Virginia,Alexandria city,139966,2,ND,15.651,57,0.081,35,11.3,24,2.112,9.6,17
Virginia,Bristol city,17835,ND,ND,ND,ND,ND,ND,10.8,21,ND,ND,ND
Virginia,Chesapeake city,222209,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Virginia,Fredericksburg city,24286,ND,ND,ND,ND,ND,40,ND,ND,ND,ND,ND
Virginia,Hampton city,137436,1,ND,IN,IN,0.078,IN,IN,IN,IN,IN,IN
Virginia,Hopewell city,22591,ND,0,ND,ND,ND,30,ND,ND,ND,ND,ND
Virginia,Lynchburg city,75568,ND,ND,ND,ND,ND,ND,9.7,20,ND,ND,ND
Virginia,Newport News city,180719,1,ND,IN,IN,ND,IN,IN,IN,IN,IN,IN
Virginia,Norfolk city,242803,ND,ND,ND,ND,ND,37,10.2,22,ND,ND,ND
Virginia,Richmond city,204214,2,ND,11.998,57,ND,ND,IN,IN,2.013,8.7,39
Virginia,Roanoke city,97032,1,0.11,ND,ND,ND,33,10.2,23,ND,ND,ND
Virginia,Salem city,24802,ND,ND,ND,ND,ND,ND,10.4,22,ND,ND,ND
Virginia,Suffolk city,84585,ND,ND,ND,ND,0.075,ND,ND,ND,ND,ND,ND
Virginia,Virginia Beach city,437994,2,0.01,ND,ND,ND,ND,9.9,24,2.128,8.3,41
Virginia,Winchester city,26203,ND,ND,ND,ND,ND,32,ND,ND,ND,ND,ND
Washington,Adams County,18728,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Asotin County,21623,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Benton County,175177,ND,ND,ND,ND,ND,50,IN,IN,ND,ND,ND
Washington,Chelan County,72453,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Clallam County,71404,IN,ND,ND,ND,0.054,ND,IN,IN,IN,IN,IN
Washington,Clark County,425363,ND,ND,ND,ND,0.054,ND,6.2,18,ND,ND,ND
Washington,Cowlitz County,102410,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Grant County,89120,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Grays Harbor County,72797,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Jefferson County,29872,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,King County,1931249,1,ND,ND,ND,0.068,ND,IN,IN,1.136,8,24.5
Washington,Kitsap County,251133,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Kittitas County,40915,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Lewis County,75455,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Mason County,60699,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Okanogan County,41120,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Pierce County,795225,ND,ND,ND,ND,0.058,ND,7,21,ND,ND,ND
Washington,Skagit County,116901,ND,ND,6.687,28.6,0.086,ND,IN,IN,ND,ND,ND
Washington,Skamania County,11066,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Snohomish County,713335,ND,ND,ND,ND,ND,ND,7.1,24,ND,ND,ND
Washington,Spokane County,471221,2,ND,ND,ND,0.058,43,7.6,20,ND,ND,ND
Washington,Stevens County,43531,ND,ND,ND,ND,ND,121,IN,IN,ND,ND,ND
Washington,Thurston County,252264,ND,ND,ND,ND,0.054,ND,IN,IN,ND,ND,ND
Washington,Walla Walla County,58781,ND,ND,ND,ND,ND,84,IN,IN,ND,ND,ND
Washington,Whatcom County,201140,ND,ND,ND,ND,0.048,ND,IN,IN,ND,ND,ND
Washington,Whitman County,44776,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Washington,Yakima County,243231,ND,ND,ND,ND,ND,36,8.5,35,ND,ND,ND
West Virginia,Berkeley County,104169,ND,ND,ND,ND,0.073,ND,12.3,36,ND,ND,ND
West Virginia,Brooke County,24069,1,ND,ND,ND,ND,59,14.1,32,8.842,42,143
West Virginia,Cabell County,96319,ND,ND,ND,ND,0.068,ND,13.2,28,3.178,12.6,31
West Virginia,Greenbrier County,35480,ND,ND,ND,ND,0.069,ND,ND,ND,ND,ND,ND
West Virginia,Hancock County,30676,1,ND,ND,ND,0.076,49,12.6,31,5.78,35.6,85
West Virginia,Harrison County,69099,ND,ND,ND,ND,ND,ND,12,22,ND,ND,ND
West Virginia,Kanawha County,193063,ND,0,ND,ND,0.07,49,13,25,3.889,21,51
West Virginia,Marion County,56418,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
West Virginia,Marshall County,33107,ND,ND,ND,ND,ND,ND,14.1,34,6.677,19.7,101
West Virginia,Mercer County,62264,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
West Virginia,Monongalia County,96189,ND,0.01,ND,ND,0.077,ND,11.3,24,3.169,11.8,24
West Virginia,Ohio County,44443,ND,0.01,ND,ND,0.076,ND,12.9,28,ND,ND,ND
West Virginia,Raleigh County,78859,ND,ND,ND,ND,ND,ND,10.3,21,ND,ND,ND
West Virginia,Summers County,13927,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
West Virginia,Wood County,86956,ND,ND,ND,ND,0.073,ND,13.4,28,6.299,22,84
Wisconsin,Ashland County,16157,ND,ND,ND,ND,0.059,ND,5.3,17,ND,ND,ND
Wisconsin,Brown County,248007,ND,ND,ND,ND,0.065,ND,10.2,36,2.273,15.7,69
Wisconsin,Columbia County,56833,ND,ND,ND,ND,0.063,ND,ND,ND,ND,ND,ND
Wisconsin,Dane County,488073,ND,ND,ND,ND,0.061,39,10.1,30,ND,ND,ND
Wisconsin,Dodge County,88759,0,ND,ND,ND,0.064,48,9.5,30,0.747,3.3,IN
Wisconsin,Door County,27785,ND,ND,ND,ND,0.077,ND,IN,IN,ND,ND,ND
Wisconsin,Douglas County,44159,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Wisconsin,Eau Claire County,98736,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Wisconsin,Florence County,4423,ND,ND,ND,ND,0.06,ND,ND,ND,ND,ND,ND
Wisconsin,Fond du Lac County,101633,ND,ND,ND,ND,0.062,ND,ND,ND,ND,ND,ND
Wisconsin,Forest County,9304,ND,ND,IN,IN,0.063,IN,6.5,22,1.854,5,8
Wisconsin,Grant County,51208,ND,ND,ND,ND,ND,ND,10.3,30,ND,ND,ND
Wisconsin,Jefferson County,83686,ND,ND,ND,ND,0.066,ND,IN,IN,ND,ND,ND
Wisconsin,Kenosha County,166426,ND,ND,ND,ND,0.081,ND,10,23,ND,ND,ND
Wisconsin,Kewaunee County,20574,ND,ND,ND,ND,0.078,ND,ND,ND,ND,ND,ND
Wisconsin,La Crosse County,114638,ND,ND,ND,ND,0.062,ND,9.7,29,ND,ND,ND
Wisconsin,Manitowoc County,81442,ND,ND,IN,IN,0.077,ND,9.2,30,ND,ND,ND
Wisconsin,Marathon County,134063,ND,ND,ND,ND,0.06,ND,ND,ND,ND,ND,ND
Wisconsin,Milwaukee County,947735,ND,ND,12.898,53,0.082,54,11,33,IN,IN,IN
Wisconsin,Oneida County,35998,ND,ND,ND,ND,0.06,ND,ND,ND,5.171,69.8,162
Wisconsin,Outagamie County,176695,ND,ND,ND,ND,0.062,ND,9.7,37,ND,ND,ND
Wisconsin,Ozaukee County,86395,ND,ND,ND,ND,0.078,ND,9.3,28,ND,ND,ND
Wisconsin,Racine County,195408,ND,ND,ND,ND,0.078,ND,ND,ND,ND,ND,ND
Wisconsin,Rock County,160331,ND,ND,ND,ND,0.066,ND,IN,IN,ND,ND,ND
Wisconsin,St. Croix County,84345,ND,ND,ND,ND,0.065,ND,9.2,27,ND,ND,ND
Wisconsin,Sauk County,61976,ND,ND,ND,ND,0.06,ND,8.3,25,ND,ND,ND
Wisconsin,Sheboygan County,115507,ND,0.15,ND,ND,0.085,ND,ND,ND,ND,ND,ND
Wisconsin,Taylor County,20689,ND,ND,ND,ND,ND,ND,8,33,ND,ND,ND
Wisconsin,Vernon County,29773,ND,ND,ND,ND,0.063,ND,ND,ND,ND,ND,ND
Wisconsin,Vilas County,21430,ND,ND,ND,ND,0.061,ND,5.7,21,ND,ND,ND
Wisconsin,Walworth County,102228,ND,ND,ND,ND,0.065,ND,ND,ND,ND,ND,ND
Wisconsin,Washington County,131887,ND,ND,ND,ND,0.064,ND,ND,ND,ND,ND,ND
Wisconsin,Waukesha County,389891,ND,ND,ND,ND,0.062,50,11.4,36,ND,ND,ND
Wisconsin,Waupaca County,52410,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Wisconsin,Winnebago County,166994,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Wisconsin,Wood County,74749,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Wyoming,Albany County,36299,ND,ND,ND,ND,ND,116,4.8,14,ND,ND,ND
Wyoming,Campbell County,46133,ND,ND,6.674,34,0.063,135,IN,IN,1.603,19.4,52
Wyoming,Carbon County,15885,ND,ND,1.382,8,0.065,IN,ND,ND,ND,ND,ND
Wyoming,Converse County,13833,ND,ND,IN,IN,ND,108,IN,IN,ND,ND,ND
Wyoming,Crook County,7083,ND,ND,ND,ND,0.058,ND,ND,ND,ND,ND,ND
Wyoming,Fremont County,40123,ND,ND,0.911,IN,0.068,56,9.3,32,ND,ND,ND
Wyoming,Laramie County,91738,ND,ND,ND,ND,ND,40,4.2,9,ND,ND,ND
Wyoming,Lincoln County,18106,ND,ND,ND,ND,ND,91,ND,ND,ND,ND,ND
Wyoming,Natrona County,75450,ND,ND,ND,ND,ND,32,4.6,12,ND,ND,ND
Wyoming,Park County,28205,ND,ND,ND,ND,ND,27,4.5,11,ND,ND,ND
Wyoming,Platte County,8667,ND,ND,ND,ND,ND,56,ND,ND,ND,ND,ND
Wyoming,Sheridan County,29116,ND,ND,ND,ND,ND,61,8.7,27,ND,ND,ND
Wyoming,Sublette County,10247,ND,ND,2.843,39,0.067,40,6,15,ND,ND,ND
Wyoming,Sweetwater County,43806,ND,ND,4.845,40,0.067,139,IN,IN,IN,IN,IN
Wyoming,Teton County,21294,1,ND,ND,ND,0.066,45,4.3,9,ND,ND,ND
Wyoming,Uinta County,21118,ND,ND,1.46,15,0.065,103,ND,ND,ND,ND,ND
Wyoming,Weston County,7208,ND,ND,ND,ND,ND,ND,ND,ND,0.383,5.5,18
Puerto Rico,Adjuntas Municipio,19483,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Puerto Rico,Arecibo Municipio,96440,ND,0.25,ND,ND,ND,ND,ND,ND,ND,ND,ND
Puerto Rico,Bayamón Municipio,208116,4,ND,ND,ND,ND,ND,IN,IN,0.896,4.4,20
Puerto Rico,Cataño Municipio,28140,ND,ND,ND,ND,0.043,145,ND,ND,1.985,11.4,70
Puerto Rico,Fajardo Municipio,36993,ND,ND,ND,ND,ND,121,IN,IN,ND,ND,ND
Puerto Rico,Guayama Municipio,45362,ND,ND,ND,ND,ND,120,IN,IN,0.682,5.1,52
Puerto Rico,Guayanilla Municipio,21581,ND,ND,ND,ND,ND,ND,IN,IN,3.344,8,IN
Puerto Rico,Guaynabo Municipio,97924,ND,ND,ND,ND,ND,143,IN,IN,ND,ND,ND
Puerto Rico,Humacao Municipio,58466,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Puerto Rico,Juncos Municipio,40290,ND,ND,ND,ND,0.035,ND,ND,ND,IN,IN,IN
Puerto Rico,Lares Municipio,30753,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Puerto Rico,Mayagüez Municipio,89080,ND,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
Puerto Rico,Ponce Municipio,166327,ND,ND,ND,ND,ND,88,IN,IN,ND,ND,ND
Puerto Rico,Salinas Municipio,31078,ND,ND,ND,ND,ND,ND,ND,ND,IN,IN,IN
Puerto Rico,San Juan Municipio,395326,2,ND,ND,ND,ND,ND,IN,IN,ND,ND,ND
,,,,,,,,,,,,,
,,,,,,,,,,,,,
CO  -  Highest second maximum non-overlapping 8-hour concentration (applicable NAAQS is 9 ppm),,,,,,,,,,,,,
Pb  -  Maximum running 3 month average (applicable NAAQS is .15 µg/m3),,,,,,,,,,,,,
NO2  -  Highest arithmetic mean concentration (applicable NAAQS is 53 ppb),,,,,,,,,,,,,
       -  Highest 98th percentile 1-hour daily maximum concentration (applicable NAAQS is 100 ppb),,,,,,,,,,,,,
O3 (8-hour)  -  Highest fourth daily maximum 8-hour concentration (applicable NAAQS is 0.075 ppm),,,,,,,,,,,,,
PM10  -  Highest second maximum 24-hour concentration (applicable NAAQS is 150 µg/m3),,,,,,,,,,,,,
PM2.5  -  Highest weighted annual mean concentration (applicable NAAQS is 15 µg/m3),,,,,,,,,,,,,
       -  Highest 98th percentile 24-hour concentration (applicable NAAQS is 35 µg/m3),,,,,,,,,,,,,
SO2  -  Highest annual mean concentration (applicable NAAQS is 30 ppb),,,,,,,,,,,,,
     -  Highest second maaximum 24-hour concentration (applicable NAAQS is 140 ppb),,,,,,,,,,,,,
       -  Highest 99th percentile 1-hour daily maximum concentration (applicable NAAQS is 75 ppb),,,,,,,,,,,,,
ND  -  Indicates data not available,,,,,,,,,,,,,
IN  -  Indicates insufficient data to calculate summary statistic,,,,,,,,,,,,,
Wtd  -  Weighted,,,,,,,,,,,,,
AM  -  Annual mean,,,,,,,,,,,,,
Qmax  -  Quarterly maximum,,,,,,,,,,,,,
µg/m3  -  Units are micrograms per cubic meter,,,,,,,,,,,,,
ppm  -  Units are parts per million,,,,,,,,,,,,,
ppb  -  Units are parts per billion,,,,,,,,,,,,,
